date,review,rating,user,source,month,year,neg_review,compound_score,pos_score,review_lem
2020-04-05 00:27:03,"App checkout was so slow. When I was trying to pay my bank gave an error with an OTP which turn made my transaction unsuccessful. And to make matters worse, my cart became empty.",1,James Phillip Cañada,googleplay,4,2020,1,-0.8555,0.027,checkout slow trying pay bank gave error otp turn made transaction unsuccessful make matter worse cart became empty
2020-04-20 19:54:39,Please let us choose the date and time slot for next week or further date. And do not update the cart until we click checkout..or else every time we have to re add in the items repeatedly.,1,Ng EFang,googleplay,4,2020,1,0.3182,0.06,please let u choose date time slot next week date update cart click checkout else every time add item repeatedly
2020-09-08 13:59:43,"I have shifted to Red mart and PrimeNow for some time due to bad experience. Thought to give it a try again, but experience is still bad. Always no stock on very basic items and limited selections that is far far less than the physical store. Eg. fresh seafood, pork...even don't have regular tomatoes. Worst, the order is almost always amended to remove a few items due to no stock. This creates problem as the main ingredient for a dish is gone.The inventory system is certainly broken.",1,Tan PK,googleplay,9,2020,1,-0.9666,0.077,shifted red mart primenow time due bad experience thought give try experience still bad always stock basic item limited selection far far le physical store eg fresh seafood pork even regular tomato worst order almost always amended remove item due stock creates problem main ingredient dish gone inventory system certainly broken
2020-04-06 00:17:20,"I don't know how this app was on normal times, but in this high demand time, exactly at midnight the cart never loads, and after every few minutes it says my cart is empty. Failed Load Test Miserably",1,Rajasekhar Tatavarthi,googleplay,4,2020,1,-0.9109,0.0,know normal time high demand time exactly midnight cart never load every minute say cart empty failed load test miserably
2020-04-12 11:45:06,"Have been waiting for the earliest timeslot. It appeared. But then as i wanted to place order, it disappeared again. Please have it fixed. Thanks.",1,Cindy Mui,googleplay,4,2020,1,0.6652,0.218,waiting earliest timeslot appeared wanted place order disappeared please fixed thanks
2020-04-21 15:41:00,"this app is as good as useless when everyday the delivery slots are full and the items in the cart is getting out of stock, item by item.",1,Chong Kok Beng,googleplay,4,2020,1,0.0258,0.091,good useless everyday delivery slot full item cart getting stock item item
2020-04-12 11:30:43,could not check out. reset my cart to empty twice! server very laggy.,1,Gary Lim,googleplay,4,2020,1,-0.2714,0.0,could check reset cart empty twice server laggy
2020-04-12 20:34:36,"Have been monitoring the delivery slots for many days. Whenever there's slot, i get error messages and order can't put through! How to stay at home? Forcing people to go on street... goodness me...",1,1AndOnlyInez Sohl,googleplay,4,2020,1,0.1511,0.087,monitoring delivery slot many day whenever slot get error message order put stay home forcing people go street goodness
2020-07-25 10:58:42,Cannot use the scan n go,1,cheapbreads,googleplay,7,2020,1,0.0,0.0,cannot use scan n go
2020-04-06 12:15:10,"Alot of the item is out of stock, so much stock at physical shop but online shop is always oos , got delivery slot also no use",1,Wilson Chen,googleplay,4,2020,1,-0.4215,0.0,alot item stock much stock physical shop online shop always oos got delivery slot also use
2020-04-20 05:45:18,"Useless app and website, forever no slot for delivery",1,Lawrence Lee,googleplay,4,2020,1,-0.6124,0.0,useless website forever slot delivery
2020-06-20 22:05:08,please extend the payment method like pay now and paylah as well. Thank you.,1,RAHMAN MAHFUJ,googleplay,6,2020,1,0.8271,0.541,please extend payment method like pay paylah well thank
2020-03-23 23:41:21,"All delivery slots are currently full, but I cant even choose any dates. Cant make payment.",1,Dezmond Ng,googleplay,3,2020,1,0.0,0.0,delivery slot currently full cant even choose date cant make payment
2020-04-04 11:39:19,"For the pass few weeks, delivery slot is always full. Why still let shopping on app if there's no delivery?",1,Sam Koh,googleplay,4,2020,1,-0.296,0.0,pas week delivery slot always full still let shopping delivery
2020-03-20 09:01:10,"Cannot get a delivery slot for 2 weeks!. Asked to try again later. Left items in shopping cart. Went back to shopping cart again, some items in my cart now showed out of stock!. Gave up. Tried again next day same out of stock items now available but same issue/experience as mentioned. No delivery slot! Asked to try again.",1,CO Foo,googleplay,3,2020,1,-0.5684,0.0,cannot get delivery slot week asked try later left item shopping cart went back shopping cart item cart showed stock gave tried next day stock item available issue experience mentioned delivery slot asked try
2020-03-22 09:55:41,"updated the app for the in store scan payment function. But realised after that, I can shop online as any category i press in, i did not a single product being displayed. It's all blank screen. I off and on several times and it is still so. Am uninstalling it!!!",1,Serena Wong,googleplay,3,2020,1,0.0,0.0,updated store scan payment function realised shop online category press single product displayed blank screen several time still uninstalling
2019-10-03 21:53:14,"The upgrade slows down everything. Why ask for delivery address first? I prefer the older app which asks for address after order is confirmed and paid. Special offers highlighted in red shows only 1 line of text, which means I have to click on it to read what the special offer is. Slows things down. Imagine having to click on the red text for all the items you're ordering. The search engine is also not smart and intuitive. I don't feel like ordering.",1,Luan Yee,googleplay,10,2019,1,0.2575,0.061,upgrade slows everything ask delivery address first prefer older asks address order confirmed paid special offer highlighted red show line text mean click read special offer slows thing imagine click red text item ordering search engine also smart intuitive feel like ordering
2020-03-27 13:58:51,problem adding to cart.,1,Lih Yeu Ong,googleplay,3,2020,1,-0.4019,0.0,problem adding cart
2018-12-31 13:59:25,"Terrible app with bugs! Contact us is a web view which cannot upload photos as intended. Long waiting time and no feedback that the form is under server processing. Password management is highly insecured. Lost confidence to input credit card information. Multiple halt and hungs where I am out of the app to my app launchpad on Android 8. Poor Usability, User Journey Thinking and User Experience! These are reasons now not to award any stars if possi le to such crappy app!",1,David Yew,googleplay,12,2018,1,-0.903,0.062,terrible bug contact u web view cannot upload photo intended long waiting time feedback form server processing password management highly insecured lost confidence input credit card information multiple halt hungs launchpad android poor usability user journey thinking user experience reason award star possi le crappy
2019-10-20 14:40:56,"The transaction could not go through citing to me that my ocbc credit card had expired. I uninstalled and reinstalled the app, deleted and added the credit card details only to be told the same error message. I tried a credit card with another bank, dbs, and it worked. I even called ocbc to verify the status of the card abd the cso reassured me that there was no issue. A huge inconveniece indeed!",1,Sue Supaah,googleplay,10,2019,1,0.8016,0.154,transaction could go citing ocbc credit card expired uninstalled reinstalled deleted added credit card detail told error message tried credit card another bank db worked even called ocbc verify status card abd cso reassured issue huge inconveniece indeed
2020-01-22 17:55:13,"The old version was very user-friendly, until the recent update. Now, I am prevented from buying many items, especially the bulky items, because the store that is tagged to my address is a smaller one and doesn't carry most of the items I am looking for. Terribly disappointed with this new updated version. I emailed you on 10 November 2019 at your request, but that was absolutely no reply from you.",1,Karen Law,googleplay,1,2020,1,-0.7607,0.014,old version user friendly recent update prevented buying many item especially bulky item store tagged address smaller one carry item looking terribly disappointed new updated version emailed november request absolutely reply
2019-11-10 22:21:54,"Easy to use. However, limited products available, and some out of stock. This lead to having the need to purchase the products directly from the mart. Bar code scanner removed after the app gets updated. Please bring the barcode scanner back. It makes grocery shopping much easier when you are physically at the supermarket to browse the products, but would like to purchase online and have them delivered instead.",1,Keith Tan,googleplay,11,2019,1,0.743,0.118,easy use however limited product available stock lead need purchase product directly mart bar code scanner removed get updated please bring barcode scanner back make grocery shopping much easier physically supermarket browse product would like purchase online delivered instead
2019-10-20 10:57:18,"The old apps used to work fine. After some upgrade, it was horrible. The payment and checkout keep registering unsuccessful transaction and ask to check for card expiry. It is your apps problem NTUC FairOn ...nothing to do with the bank credit card. When the app is doing fine, leave it - don't be too clever to change it. BTW, the new app is not user friendly because you cannot re-order again from your last order...disappointing!",1,Jeff,googleplay,10,2019,1,-0.8442,0.07,old used work fine upgrade horrible payment checkout keep registering unsuccessful transaction ask check card expiry problem fairon nothing bank credit card fine leave clever change btw new user friendly cannot order last order disappointing
2020-03-23 18:24:27,Tried making a purchase but facing buggy experience at the checkout page. Key in all my details but the Pay button disappears after verifying my delivery address. Really disappointed with the app. Update: managed to purchased 4 XXL size diapers using laptop web browser but received 4 L size diapers. You screwed up my first purchase! What the hell is wrong with fairprice online?,1,Derek Lee,googleplay,3,2020,1,-0.9654,0.059,tried making purchase facing buggy experience checkout page key detail pay button disappears verifying delivery address really disappointed update managed purchased xxl size diaper using laptop web browser received l size diaper screwed first purchase hell wrong online
2019-11-22 20:46:27,"Since the new version was updated, i have not been able to successfully submit any orders. The older versiin was more user friendly. This new version does not show tat the item is out of stock. Only when i proceed to pay then the app informed tat the item is not available. And each time the items not available are different, even when i retried payment immediately. How to buy online in this case?",1,SM Kwek,googleplay,11,2019,1,0.7414,0.084,since new version updated able successfully submit order older versiin user friendly new version show tat item stock proceed pay informed tat item available time item available different even retried payment immediately buy online case
2018-12-20 18:24:21,"frustrating, not user friendly, promotion code when applied keep giving error message, feedback template could not upload image file despite pressing the + sign. Called helpdesk, lucky that the operator was helpful who email me so that i can do a reply and attach the image file of the error message. But still waiting for response probably by then the promotion code expired. Very disappointed!",1,CW,googleplay,12,2018,1,-0.7811,0.073,frustrating user friendly promotion code applied keep giving error message feedback template could upload image file despite pressing sign called helpdesk lucky operator helpful email reply attach image file error message still waiting response probably promotion code expired disappointed
2020-03-27 21:26:56,NO DELIVERY AVAILABLE is what that keeps popping up for the past week! Whats the point of having an app that cannot function? Please i hope someone from NTUC will look into this matter,1,JasmIne Minmin,googleplay,3,2020,1,-0.2874,0.103,delivery available keep popping past week whats point cannot function please hope someone look matter
2019-10-22 18:08:02,"After app update, browsing become laggy, especially when +/- qty in the cart. And why remove the barcode scanner??? It was so easy to find item online when i could scan the barcode on the item. The search online is not align with items at all!.. I key in dory steak and pork will appear..",1,Jakob Yeo,googleplay,10,2019,1,0.6781,0.078,update browsing become laggy especially qty cart remove barcode scanner easy find item online could scan barcode item search online align item key dory steak pork appear
2020-07-10 14:03:40,Can't even download... Wasted 20 min that could have been used queueing in a normal counter.,1,Cecilia Wong,googleplay,7,2020,1,0.3875,0.149,even download wasted min could used queueing normal counter
2019-03-24 11:55:19,Cant submit credit card payment unless you click save credit card info. After submitting credit payment nothin happened telling me if the payment is being processed. Then when i click payment button again then thats the time it prompts pricessing payment.very bad experience and had to call the bank if my first payment went through.,1,Loyski Loylen,googleplay,3,2019,1,0.4051,0.131,cant submit credit card payment unless click save credit card info submitting credit payment nothin happened telling payment processed click payment button thats time prompt pricessing payment bad experience call bank first payment went
2019-10-30 12:09:48,"Three previous orders went thru without any issue. However, for the last order made last week, the order status is not updated at all till now while I am writing this review. Twice reinstall of apps(told to) which doesn't resolve issue. Called in vain a few times, to check on the delivery, it finally arrived at the very last minute of the 2-hrs time slot, came at 5:59pm. No link points given on all purchases too. No response received yet as of today 30 Oct 2019.",1,Darius Chew,googleplay,10,2019,1,-0.8118,0.0,three previous order went thru without issue however last order made last week order status updated till writing review twice reinstall told resolve issue called vain time check delivery finally arrived last minute hr time slot came pm link point given purchase response received yet today oct
2019-03-22 10:04:54,"This app is always running in the background even after setting restrict background activities. Waste phone resource and battery. UNISTALL. By the way, other shopping apps (Cold Storage, Qoo10, Lazada, Ali Express etc) do not suck battery life like this Fairprice vampire.",1,Wayne Koh,googleplay,3,2019,1,-0.1265,0.102,always running background even setting restrict background activity waste phone resource battery unistall way shopping cold storage qoo lazada ali express etc suck battery life like vampire
2019-10-27 11:55:41,"After the app update, the app was stucked at its opening page and not moving. I have tried reinstalling it and yet same thing. I am not able to go into the app and make my groceries purchase! I really do prefer the old version to this! Please fix this asap!",1,Sheena Hamdan,googleplay,10,2019,1,0.5425,0.065,update stucked opening page moving tried reinstalling yet thing able go make grocery purchase really prefer old version please fix asap
2019-10-19 00:19:27,"The new updated version is bad, please roll back to previous version. My favourite list state that there are 45 items, but in fact only have 31 items, no idea where the 14 items are. The list is useful for quick buy and check out.",1,Yue Göring,googleplay,10,2019,1,0.1154,0.107,new updated version bad please roll back previous version favourite list state item fact item idea item list useful quick buy check
2020-05-18 20:54:36,"App is good but the service from Ntuc is terrible. Missing items, poor communication with the delivery guys... Better buy from the store itself",1,Dilip Gobind,googleplay,5,2020,1,-0.743,0.162,good service terrible missing item poor communication delivery guy better buy store
2018-10-22 04:21:18,"after the so-called update to fix e earlier issues mentioned, its EVEN worse ..keeps going white/ blank screen n pages keeps hanging !! pls do a Proper fix-up! its is freaking frustating tat i have to keep exit from apl n go in again .only to have it hang again !!!",1,Amanda AK,googleplay,10,2018,1,-0.7762,0.023,called update fix e earlier issue mentioned even worse keep going white blank screen n page keep hanging pls proper fix freaking frustating tat keep exit apl n go hang
2020-04-12 00:10:32,The app doesn't even load. Improve this leh. How to buy when load screen take up to 5min to load. Buy from website even faster.,1,nick,googleplay,4,2020,1,-0.3412,0.0,even load improve leh buy load screen take min load buy website even faster
2019-08-13 14:44:43,"i actually like the interface very much and would be a much more frequent app shopper if t many of the items are not reflected as ""sold out"". the payment time takes slightly longer time than i buy on other online apps like q0010.",1,Emilyn Neo,googleplay,8,2019,1,0.6124,0.106,actually like interface much would much frequent shopper many item reflected sold payment time take slightly longer time buy online like q
2020-02-07 19:06:23,1st time use is good. Added items in cart in the morning. Reopen app in the evening and could not load the items. But basket shows that it has 12items. Uninstall app and then reset password. Click on the reset password email and takes forever to reset. Now stuck at the reset password link.. damn angry,1,Eric TAN,googleplay,2,2020,1,-0.8608,0.03,st time use good added item cart morning reopen evening could load item basket show item uninstall reset password click reset password email take forever reset stuck reset password link damn angry
2020-04-24 00:42:16,I have installed this app for few days now. ALWAYS NO STOCK! NO DELIVERY SLOT! what's the point of the app? 🤦🏻‍♀️,1,KHN ZBAI K,googleplay,4,2020,1,-0.2254,0.082,installed day always stock delivery slot point
2019-10-22 21:50:16,"The previous version of this app worked fine but this version has issue - everytime when I tried to bookmark an item into my Wish List, the app popped a message saying 'shopping list has updated' but thereafter I tapped into the list, I couldn't see the bookmarked item appear there.",1,J- SY,googleplay,10,2019,1,0.6059,0.092,previous version worked fine version issue everytime tried bookmark item wish list popped message saying shopping list updated thereafter tapped list see bookmarked item appear
2020-04-17 11:57:23,I cannot place order each time it showing out of Stock and no delivery slot 😡. Past 3 days I try to place order but cannot,1,Kalaivani R,googleplay,4,2020,1,-0.1531,0.0,cannot place order time showing stock delivery slot past day try place order cannot
2019-08-10 13:24:40,the app is not stable. keep hanging and show error. during online promo time even worse cannot even log in. the app doesnt seems to be able to support their high traffic during promo time. can be fruatrating to use.,1,tan aderlyn,googleplay,8,2019,1,-0.6108,0.058,stable keep hanging show error online promo time even worse cannot even log doesnt seems able support high traffic promo time fruatrating use
2019-10-14 16:59:46,"Since the update, shopping cart doesn't sync across Android app and browser even though it's logged under the same user account. Shopping lists also don't show all items that were added to the list. Items that used to be avaliable are also missing. Epic fail.",1,Eileen Y,googleplay,10,2019,1,-0.6908,0.0,since update shopping cart sync across android browser even though logged user account shopping list also show item added list item used avaliable also missing epic fail
2019-09-15 20:57:37,Worst experience. Super slow. Very erroneous. Unable to add and delete items with ease. Really sensitive touch and adds items I didn't even click. Sold out products should not even be listed / selectable! Checkout took me 5 mins to process. App crashed twice.,1,Ajay Kumar Venkatasubramanian,googleplay,9,2019,1,-0.2698,0.119,worst experience super slow erroneous unable add delete item ease really sensitive touch add item even click sold product even listed selectable checkout took min process crashed twice
2019-04-06 23:18:21,"Lousy app. Before signing in, I can add the items and see all the free gifts. but once I sign in the items suddenly sold out and gifts deleted. Tried it a few times and it happens again and again. This company only want new customers and disallow repeat customers from buying things thru the app.",1,L Koh,googleplay,4,2019,1,0.09,0.061,lousy signing add item see free gift sign item suddenly sold gift deleted tried time happens company want new customer disallow repeat customer buying thing thru
2019-11-26 16:25:31,I would give this app 0 star if there is even. New version sucks to the max. Forever stuck in the main page. Why on earth do NTUC need to upgrade to New Suck Version app when yr Old Version is doing fine?!! Trying to be clever but unfortunately Not!!! Dun tell me that yr technical glitch take forever to rectify?!!,1,Puteri Congeniality,googleplay,11,2019,1,-0.7527,0.05,would give star even new version suck max forever stuck main page earth need upgrade new suck version yr old version fine trying clever unfortunately dun tell yr technical glitch take forever rectify
2019-11-12 04:03:19,"as everybody has mentioned, old website was better. new update is very laggy and takes forever to load. cart quantities are always messed up. I was charged twice on my last order. Thank goodness I had evidence of the double charge and I was refunded.",1,nurf tv,googleplay,11,2019,1,0.6369,0.16,everybody mentioned old website better new update laggy take forever load cart quantity always messed charged twice last order thank goodness evidence double charge refunded
2019-10-26 15:09:11,"The new force us to upgrade version is suck!. Waste so much time to order, hang, laggy...not able to select. Please go and do something abt it, otherwise we will order from other suppliers. NOT READY FOR IT, then don't upgrade Apps lah..even the laptop log in also same issue.",1,Kimberley Ho,googleplay,10,2019,1,-0.7464,0.04,new force u upgrade version suck waste much time order hang laggy able select please go something abt otherwise order supplier ready upgrade lah even laptop log also issue
2019-03-02 10:52:26,"Changed my review after wasted more than an hour. Gives me some error ""0"" over n over. For adding to cart, for picking items,for for reset of password. Even uninstalled and re- installed. If you want customers to keep buying online, what good is a 9-5 mon to fri tel hotline when we encounter an error and require help?",1,Patricia Reincastle,googleplay,3,2019,1,-0.4019,0.101,changed review wasted hour give error n adding cart picking item reset password even uninstalled installed want customer keep buying online good mon fri tel hotline encounter error require help
2020-03-18 19:34:05,"Unable to add credit card, unable to purchase using credit card. Keep prompting unable to retrieve key",1,Alex Soh,googleplay,3,2020,1,0.6369,0.257,unable add credit card unable purchase using credit card keep prompting unable retrieve key
2019-05-08 11:10:20,this app is not user friendly and not responding well. i wanted to submit an online feedback and it didn't allowed me to. i had to do 3 times of verification that i am not q robot. And it hang right there. i decided to give up and uninstall the app. i will use redmart or honestbee over this anytime,1,Jeslyn Tan,googleplay,5,2019,1,-0.5334,0.0,user friendly responding well wanted submit online feedback allowed time verification q robot hang right decided give uninstall use redmart honestbee anytime
2019-10-26 10:54:10,"The app became terrible after recent update, now it takes forever to refresh pages especially promotions tab simply shows a blank page after a long wait. Please test your updates properly before implementation!",1,James Heng,googleplay,10,2019,1,-0.2714,0.063,became terrible recent update take forever refresh page especially promotion tab simply show blank page long wait please test update properly implementation
2018-11-21 07:57:21,"Can't reserve a delivery date. When I asked customer service officer, they asked me to email a print screen, which the app does not allow. After many emails back and forth, problem still unresolved.",1,Sofia A.B,googleplay,11,2018,1,-0.5213,0.0,reserve delivery date asked customer service officer asked email print screen allow many email back forth problem still unresolved
2019-05-28 16:43:40,"Payment mode not stable. Transaction shown failure but payment actually did went through. Although problem resolved, but got advised by their support team that I should clear my browser cookies.",1,Christine Tan,googleplay,5,2019,1,0.4322,0.224,payment mode stable transaction shown failure payment actually went although problem resolved got advised support team clear browser cooky
2019-10-28 23:20:52,"The old app worked fine, so why the need for an update? The update made the app laggy and isn't as user-friendly as the previous version. Please bring back the previous version asap!",1,Germaine Yee,googleplay,10,2019,1,0.5255,0.124,old worked fine need update update made laggy user friendly previous version please bring back previous version asap
2018-12-28 11:02:39,I tried to enter my address postal code many times for months. The application inform not valid. My block is not a new estate. Why is it not valid? Kindly update and IMPROVE it. Thanks,1,Meme Wizard,googleplay,12,2018,1,0.7439,0.21,tried enter address postal code many time month inform valid block new estate valid kindly update improve thanks
2019-06-30 00:59:21,Had to restart the apps many times as I couldn't type in my credit card details. Also the SMS OTP feature didn't work for many attempts. Very frustrating.,1,A Google user,googleplay,6,2019,1,-0.1513,0.082,restart many time type credit card detail also sm otp feature work many attempt frustrating
2020-01-13 22:44:52,"Try to place my order few times but still unable to manage. After app has been updated, it's very difficult to place order and search stuff, keep hang even I did try to re download app again and again. Honestly, new updated version is not very friendly at all. May think to quit from this app.",1,Phuong Trang,googleplay,1,2020,1,-0.5356,0.062,try place order time still unable manage updated difficult place order search stuff keep hang even try download honestly new updated version friendly may think quit
2020-03-18 19:28:34,"Terrible app!! Just settled my JWC membership issue, finally found an available delivery slot now i cant make payment for my orders?? Help center cant upload image to file a case OMG PLS UPGRADE YOUR APP N FIX ALL ISSUES!!!",1,鑫,googleplay,3,2020,1,0.4873,0.135,terrible settled jwc membership issue finally found available delivery slot cant make payment order help center cant upload image file case omg pls upgrade n fix issue
2019-07-28 12:52:03,Used it a few times but stopped because they are always out of something. Last time I needed 10 packs of Gummi bears and told me that there was only one in stock. Not using NTUC app anymore... just like the stores... terrible product availability.,1,Peaches,googleplay,7,2019,1,-0.5023,0.063,used time stopped always something last time needed pack gummi bear told one stock using anymore like store terrible product availability
2019-09-15 15:01:25,"Not very intuitive. Difficult to use. Also, tried to update my Plus! Card using the app but the app just doesn't register. Useless.",1,J T,googleplay,9,2019,1,0.6057,0.191,intuitive difficult use also tried update plus card using register useless
2019-10-26 16:03:38,Whoever changed the NTUC app to the new interface should be sacked. Its laggy and i can't even get the payment to go through. Give up after a few attempts. Just revert to the old interface please.,1,Mirabelle Teo,googleplay,10,2019,1,0.3182,0.06,whoever changed new interface sacked laggy even get payment go give attempt revert old interface please
